#    L    TT             EE             BB             TE             PP             TP             EP          
  3346   0.120743E+02   0.331225E+00   0.000000E+00  -0.670004E+00   0.774975E-09   0.108826E-06   0.842424E-09
  3347   0.120423E+02   0.329509E+00   0.000000E+00  -0.662416E+00   0.774496E-09   0.108576E-06   0.872460E-09
  3348   0.120100E+02   0.327826E+00   0.000000E+00  -0.654833E+00   0.774018E-09   0.108322E-06   0.902279E-09
  3349   0.119775E+02   0.326176E+00   0.000000E+00  -0.647259E+00   0.773540E-09   0.108065E-06   0.931881E-09
  3350   0.119446E+02   0.324560E+00   0.000000E+00  -0.639695E+00   0.773063E-09   0.107804E-06   0.961261E-09
  3351   0.119114E+02   0.322978E+00   0.000000E+00  -0.632142E+00   0.772586E-09   0.107540E-06   0.990416E-09
  3352   0.118779E+02   0.321431E+00   0.000000E+00  -0.624604E+00   0.772109E-09   0.107272E-06   0.101935E-08
  3353   0.118442E+02   0.319916E+00   0.000000E+00  -0.617082E+00   0.771632E-09   0.107001E-06   0.104805E-08
  3354   0.118102E+02   0.318436E+00   0.000000E+00  -0.609579E+00   0.771156E-09   0.106727E-06   0.107652E-08
  3355   0.117759E+02   0.316990E+00   0.000000E+00  -0.602096E+00   0.770681E-09   0.106449E-06   0.110477E-08
  3356   0.117413E+02   0.315578E+00   0.000000E+00  -0.594637E+00   0.770206E-09   0.106169E-06   0.113278E-08
  3357   0.117064E+02   0.314200E+00   0.000000E+00  -0.587202E+00   0.769731E-09   0.105885E-06   0.116056E-08
  3358   0.116713E+02   0.312856E+00   0.000000E+00  -0.579794E+00   0.769256E-09   0.105598E-06   0.118810E-08
  3359   0.116359E+02   0.311546E+00   0.000000E+00  -0.572416E+00   0.768782E-09   0.105309E-06   0.121541E-08
  3360   0.116003E+02   0.310270E+00   0.000000E+00  -0.565069E+00   0.768308E-09   0.105017E-06   0.124248E-08
  3361   0.115644E+02   0.309028E+00   0.000000E+00  -0.557755E+00   0.767835E-09   0.104723E-06   0.126931E-08
  3362   0.115282E+02   0.307820E+00   0.000000E+00  -0.550477E+00   0.767362E-09   0.104426E-06   0.129590E-08
  3363   0.114919E+02   0.306646E+00   0.000000E+00  -0.543237E+00   0.766889E-09   0.104127E-06   0.132224E-08
  3364   0.114553E+02   0.305506E+00   0.000000E+00  -0.536038E+00   0.766417E-09   0.103826E-06   0.134835E-08
  3365   0.114185E+02   0.304400E+00   0.000000E+00  -0.528879E+00   0.765945E-09   0.103523E-06   0.137420E-08
  3366   0.113814E+02   0.303327E+00   0.000000E+00  -0.521764E+00   0.765473E-09   0.103218E-06   0.139982E-08
  3367   0.113441E+02   0.302288E+00   0.000000E+00  -0.514695E+00   0.765002E-09   0.102911E-06   0.142518E-08
  3368   0.113066E+02   0.301282E+00   0.000000E+00  -0.507673E+00   0.764531E-09   0.102603E-06   0.145029E-08
  3369   0.112689E+02   0.300309E+00   0.000000E+00  -0.500699E+00   0.764061E-09   0.102293E-06   0.147515E-08
  3370   0.112310E+02   0.299370E+00   0.000000E+00  -0.493777E+00   0.763591E-09   0.101981E-06   0.149976E-08
  3371   0.111928E+02   0.298463E+00   0.000000E+00  -0.486906E+00   0.763121E-09   0.101668E-06   0.152412E-08
  3372   0.111545E+02   0.297590E+00   0.000000E+00  -0.480090E+00   0.762651E-09   0.101354E-06   0.154822E-08
  3373   0.111160E+02   0.296748E+00   0.000000E+00  -0.473328E+00   0.762182E-09   0.101039E-06   0.157206E-08
  3374   0.110773E+02   0.295939E+00   0.000000E+00  -0.466625E+00   0.761714E-09   0.100723E-06   0.159564E-08
  3375   0.110384E+02   0.295162E+00   0.000000E+00  -0.459981E+00   0.761245E-09   0.100405E-06   0.161897E-08
  3376   0.109993E+02   0.294417E+00   0.000000E+00  -0.453396E+00   0.760777E-09   0.100087E-06   0.164203E-08
  3377   0.109601E+02   0.293704E+00   0.000000E+00  -0.446874E+00   0.760310E-09   0.997689E-07   0.166483E-08
  3378   0.109207E+02   0.293022E+00   0.000000E+00  -0.440416E+00   0.759842E-09   0.994498E-07   0.168736E-08
  3379   0.108811E+02   0.292371E+00   0.000000E+00  -0.434023E+00   0.759376E-09   0.991303E-07   0.170963E-08
  3380   0.108415E+02   0.291751E+00   0.000000E+00  -0.427696E+00   0.758909E-09   0.988105E-07   0.173163E-08
  3381   0.108016E+02   0.291162E+00   0.000000E+00  -0.421438E+00   0.758443E-09   0.984905E-07   0.175336E-08
  3382   0.107616E+02   0.290603E+00   0.000000E+00  -0.415249E+00   0.757977E-09   0.981704E-07   0.177482E-08
  3383   0.107214E+02   0.290075E+00   0.000000E+00  -0.409130E+00   0.757511E-09   0.978504E-07   0.179601E-08
  3384   0.106812E+02   0.289575E+00   0.000000E+00  -0.403084E+00   0.757046E-09   0.975305E-07   0.181692E-08
  3385   0.106408E+02   0.289106E+00   0.000000E+00  -0.397111E+00   0.756582E-09   0.972109E-07   0.183756E-08
  3386   0.106003E+02   0.288666E+00   0.000000E+00  -0.391213E+00   0.756117E-09   0.968917E-07   0.185792E-08
  3387   0.105596E+02   0.288253E+00   0.000000E+00  -0.385391E+00   0.755653E-09   0.965729E-07   0.187801E-08
  3388   0.105189E+02   0.287870E+00   0.000000E+00  -0.379645E+00   0.755189E-09   0.962548E-07   0.189781E-08
  3389   0.104782E+02   0.287515E+00   0.000000E+00  -0.373979E+00   0.754726E-09   0.959374E-07   0.191734E-08
  3390   0.104372E+02   0.287187E+00   0.000000E+00  -0.368391E+00   0.754263E-09   0.956209E-07   0.193658E-08
  3391   0.103962E+02   0.286887E+00   0.000000E+00  -0.362886E+00   0.753800E-09   0.953053E-07   0.195554E-08
  3392   0.103552E+02   0.286614E+00   0.000000E+00  -0.357461E+00   0.753338E-09   0.949908E-07   0.197421E-08
  3393   0.103141E+02   0.286368E+00   0.000000E+00  -0.352120E+00   0.752876E-09   0.946775E-07   0.199259E-08
  3394   0.102729E+02   0.286147E+00   0.000000E+00  -0.346863E+00   0.752414E-09   0.943655E-07   0.201069E-08
  3395   0.102317E+02   0.285954E+00   0.000000E+00  -0.341690E+00   0.751953E-09   0.940549E-07   0.202849E-08
  3396   0.101905E+02   0.285785E+00   0.000000E+00  -0.336603E+00   0.751492E-09   0.937459E-07   0.204601E-08
  3397   0.101491E+02   0.285642E+00   0.000000E+00  -0.331603E+00   0.751032E-09   0.934384E-07   0.206323E-08
  3398   0.101078E+02   0.285523E+00   0.000000E+00  -0.326691E+00   0.750571E-09   0.931328E-07   0.208015E-08
  3399   0.100664E+02   0.285429E+00   0.000000E+00  -0.321866E+00   0.750112E-09   0.928291E-07   0.209679E-08
  3400   0.100250E+02   0.285358E+00   0.000000E+00  -0.317131E+00   0.749652E-09   0.925273E-07   0.211312E-08
  3401   0.998352E+01   0.285311E+00   0.000000E+00  -0.312486E+00   0.749193E-09   0.922277E-07   0.212915E-08
  3402   0.994207E+01   0.285287E+00   0.000000E+00  -0.307931E+00   0.748734E-09   0.919302E-07   0.214489E-08
  3403   0.990069E+01   0.285285E+00   0.000000E+00  -0.303467E+00   0.748275E-09   0.916349E-07   0.216033E-08
  3404   0.985924E+01   0.285305E+00   0.000000E+00  -0.299095E+00   0.747817E-09   0.913418E-07   0.217547E-08
  3405   0.981780E+01   0.285347E+00   0.000000E+00  -0.294815E+00   0.747360E-09   0.910510E-07   0.219031E-08
  3406   0.977635E+01   0.285410E+00   0.000000E+00  -0.290629E+00   0.746902E-09   0.907625E-07   0.220486E-08
  3407   0.973497E+01   0.285494E+00   0.000000E+00  -0.286537E+00   0.746445E-09   0.904764E-07   0.221911E-08
  3408   0.969359E+01   0.285598E+00   0.000000E+00  -0.282538E+00   0.745988E-09   0.901927E-07   0.223306E-08
  3409   0.965229E+01   0.285722E+00   0.000000E+00  -0.278634E+00   0.745531E-09   0.899114E-07   0.224672E-08
  3410   0.961099E+01   0.285865E+00   0.000000E+00  -0.274825E+00   0.745076E-09   0.896326E-07   0.226009E-08
  3411   0.956976E+01   0.286027E+00   0.000000E+00  -0.271112E+00   0.744620E-09   0.893563E-07   0.227316E-08
  3412   0.952854E+01   0.286207E+00   0.000000E+00  -0.267495E+00   0.744164E-09   0.890826E-07   0.228594E-08
  3413   0.948738E+01   0.286405E+00   0.000000E+00  -0.263974E+00   0.743709E-09   0.888115E-07   0.229843E-08
  3414   0.944630E+01   0.286620E+00   0.000000E+00  -0.260550E+00   0.743255E-09   0.885430E-07   0.231062E-08
  3415   0.940530E+01   0.286852E+00   0.000000E+00  -0.257223E+00   0.742800E-09   0.882772E-07   0.232252E-08
  3416   0.936429E+01   0.287100E+00   0.000000E+00  -0.253993E+00   0.742346E-09   0.880142E-07   0.233413E-08
  3417   0.932344E+01   0.287363E+00   0.000000E+00  -0.250860E+00   0.741892E-09   0.877539E-07   0.234545E-08
  3418   0.928266E+01   0.287643E+00   0.000000E+00  -0.247825E+00   0.741439E-09   0.874964E-07   0.235648E-08
  3419   0.924202E+01   0.287937E+00   0.000000E+00  -0.244886E+00   0.740986E-09   0.872417E-07   0.236722E-08
  3420   0.920139E+01   0.288245E+00   0.000000E+00  -0.242046E+00   0.740533E-09   0.869900E-07   0.237767E-08
  3421   0.916090E+01   0.288567E+00   0.000000E+00  -0.239302E+00   0.740081E-09   0.867411E-07   0.238783E-08
  3422   0.912057E+01   0.288903E+00   0.000000E+00  -0.236657E+00   0.739629E-09   0.864953E-07   0.239770E-08
  3423   0.908030E+01   0.289251E+00   0.000000E+00  -0.234108E+00   0.739177E-09   0.862524E-07   0.240728E-08
  3424   0.904019E+01   0.289611E+00   0.000000E+00  -0.231657E+00   0.738726E-09   0.860127E-07   0.241658E-08
  3425   0.900015E+01   0.289984E+00   0.000000E+00  -0.229303E+00   0.738275E-09   0.857759E-07   0.242559E-08
  3426   0.896033E+01   0.290367E+00   0.000000E+00  -0.227045E+00   0.737824E-09   0.855424E-07   0.243432E-08
  3427   0.892059E+01   0.290761E+00   0.000000E+00  -0.224884E+00   0.737374E-09   0.853120E-07   0.244276E-08
  3428   0.888100E+01   0.291165E+00   0.000000E+00  -0.222821E+00   0.736924E-09   0.850848E-07   0.245091E-08
  3429   0.884155E+01   0.291579E+00   0.000000E+00  -0.220853E+00   0.736475E-09   0.848609E-07   0.245878E-08
  3430   0.880225E+01   0.292002E+00   0.000000E+00  -0.218981E+00   0.736025E-09   0.846402E-07   0.246636E-08
  3431   0.876311E+01   0.292434E+00   0.000000E+00  -0.217204E+00   0.735576E-09   0.844230E-07   0.247366E-08
  3432   0.872411E+01   0.292873E+00   0.000000E+00  -0.215522E+00   0.735128E-09   0.842091E-07   0.248068E-08
  3433   0.868533E+01   0.293321E+00   0.000000E+00  -0.213936E+00   0.734679E-09   0.839986E-07   0.248742E-08
  3434   0.864670E+01   0.293775E+00   0.000000E+00  -0.212442E+00   0.734231E-09   0.837915E-07   0.249387E-08
  3435   0.860822E+01   0.294236E+00   0.000000E+00  -0.211043E+00   0.733784E-09   0.835880E-07   0.250004E-08
  3436   0.856996E+01   0.294704E+00   0.000000E+00  -0.209736E+00   0.733337E-09   0.833880E-07   0.250593E-08
  3437   0.853185E+01   0.295176E+00   0.000000E+00  -0.208523E+00   0.732890E-09   0.831916E-07   0.251154E-08
  3438   0.849397E+01   0.295654E+00   0.000000E+00  -0.207401E+00   0.732443E-09   0.829988E-07   0.251687E-08
  3439   0.845630E+01   0.296136E+00   0.000000E+00  -0.206371E+00   0.731997E-09   0.828097E-07   0.252192E-08
  3440   0.841879E+01   0.296622E+00   0.000000E+00  -0.205431E+00   0.731551E-09   0.826243E-07   0.252669E-08
  3441   0.838150E+01   0.297112E+00   0.000000E+00  -0.204582E+00   0.731105E-09   0.824426E-07   0.253118E-08
  3442   0.834443E+01   0.297604E+00   0.000000E+00  -0.203823E+00   0.730660E-09   0.822648E-07   0.253540E-08
  3443   0.830758E+01   0.298099E+00   0.000000E+00  -0.203152E+00   0.730215E-09   0.820907E-07   0.253933E-08
  3444   0.827096E+01   0.298596E+00   0.000000E+00  -0.202569E+00   0.729771E-09   0.819205E-07   0.254299E-08
  3445   0.823448E+01   0.299094E+00   0.000000E+00  -0.202072E+00   0.729326E-09   0.817543E-07   0.254637E-08
  3446   0.819831E+01   0.299594E+00   0.000000E+00  -0.201663E+00   0.728882E-09   0.815919E-07   0.254948E-08
  3447   0.816235E+01   0.300094E+00   0.000000E+00  -0.201339E+00   0.728439E-09   0.814336E-07   0.255231E-08
  3448   0.812670E+01   0.300594E+00   0.000000E+00  -0.201099E+00   0.727996E-09   0.812793E-07   0.255487E-08
  3449   0.809119E+01   0.301094E+00   0.000000E+00  -0.200943E+00   0.727553E-09   0.811291E-07   0.255715E-08
  3450   0.805597E+01   0.301593E+00   0.000000E+00  -0.200870E+00   0.727110E-09   0.809830E-07   0.255916E-08
  3451   0.802099E+01   0.302091E+00   0.000000E+00  -0.200878E+00   0.726668E-09   0.808410E-07   0.256089E-08
  3452   0.798622E+01   0.302586E+00   0.000000E+00  -0.200967E+00   0.726226E-09   0.807030E-07   0.256235E-08
  3453   0.795175E+01   0.303079E+00   0.000000E+00  -0.201136E+00   0.725785E-09   0.805688E-07   0.256355E-08
  3454   0.791758E+01   0.303570E+00   0.000000E+00  -0.201384E+00   0.725343E-09   0.804384E-07   0.256447E-08
  3455   0.788363E+01   0.304057E+00   0.000000E+00  -0.201710E+00   0.724903E-09   0.803114E-07   0.256512E-08
  3456   0.784990E+01   0.304541E+00   0.000000E+00  -0.202113E+00   0.724462E-09   0.801878E-07   0.256551E-08
  3457   0.781648E+01   0.305021E+00   0.000000E+00  -0.202592E+00   0.724022E-09   0.800674E-07   0.256564E-08
  3458   0.778334E+01   0.305495E+00   0.000000E+00  -0.203145E+00   0.723582E-09   0.799501E-07   0.256550E-08
  3459   0.775043E+01   0.305966E+00   0.000000E+00  -0.203772E+00   0.723142E-09   0.798356E-07   0.256509E-08
  3460   0.771782E+01   0.306430E+00   0.000000E+00  -0.204472E+00   0.722703E-09   0.797239E-07   0.256443E-08
  3461   0.768551E+01   0.306888E+00   0.000000E+00  -0.205243E+00   0.722264E-09   0.796147E-07   0.256351E-08
  3462   0.765349E+01   0.307340E+00   0.000000E+00  -0.206085E+00   0.721826E-09   0.795080E-07   0.256233E-08
  3463   0.762170E+01   0.307784E+00   0.000000E+00  -0.206996E+00   0.721387E-09   0.794035E-07   0.256089E-08
  3464   0.759027E+01   0.308222E+00   0.000000E+00  -0.207975E+00   0.720949E-09   0.793011E-07   0.255920E-08
  3465   0.755907E+01   0.308652E+00   0.000000E+00  -0.209021E+00   0.720512E-09   0.792006E-07   0.255725E-08
  3466   0.752817E+01   0.309074E+00   0.000000E+00  -0.210132E+00   0.720075E-09   0.791020E-07   0.255506E-08
  3467   0.749757E+01   0.309487E+00   0.000000E+00  -0.211307E+00   0.719638E-09   0.790049E-07   0.255261E-08
  3468   0.746726E+01   0.309892E+00   0.000000E+00  -0.212546E+00   0.719201E-09   0.789093E-07   0.254991E-08
  3469   0.743724E+01   0.310287E+00   0.000000E+00  -0.213846E+00   0.718765E-09   0.788150E-07   0.254697E-08
  3470   0.740753E+01   0.310673E+00   0.000000E+00  -0.215207E+00   0.718329E-09   0.787219E-07   0.254378E-08
  3471   0.737811E+01   0.311049E+00   0.000000E+00  -0.216628E+00   0.717893E-09   0.786297E-07   0.254034E-08
  3472   0.734900E+01   0.311414E+00   0.000000E+00  -0.218106E+00   0.717458E-09   0.785383E-07   0.253666E-08
  3473   0.732019E+01   0.311768E+00   0.000000E+00  -0.219641E+00   0.717023E-09   0.784477E-07   0.253274E-08
  3474   0.729167E+01   0.312111E+00   0.000000E+00  -0.221232E+00   0.716588E-09   0.783575E-07   0.252857E-08
  3475   0.726346E+01   0.312443E+00   0.000000E+00  -0.222876E+00   0.716154E-09   0.782677E-07   0.252417E-08
  3476   0.723555E+01   0.312763E+00   0.000000E+00  -0.224575E+00   0.715720E-09   0.781781E-07   0.251953E-08
  3477   0.720796E+01   0.313069E+00   0.000000E+00  -0.226324E+00   0.715286E-09   0.780885E-07   0.251465E-08
  3478   0.718066E+01   0.313364E+00   0.000000E+00  -0.228123E+00   0.714853E-09   0.779988E-07   0.250954E-08
  3479   0.715367E+01   0.313646E+00   0.000000E+00  -0.229971E+00   0.714420E-09   0.779088E-07   0.250419E-08
  3480   0.712699E+01   0.313915E+00   0.000000E+00  -0.231866E+00   0.713987E-09   0.778184E-07   0.249861E-08
  3481   0.710062E+01   0.314171E+00   0.000000E+00  -0.233806E+00   0.713555E-09   0.777274E-07   0.249280E-08
  3482   0.707455E+01   0.314413E+00   0.000000E+00  -0.235790E+00   0.713123E-09   0.776356E-07   0.248676E-08
  3483   0.704881E+01   0.314642E+00   0.000000E+00  -0.237817E+00   0.712691E-09   0.775429E-07   0.248050E-08
  3484   0.702337E+01   0.314856E+00   0.000000E+00  -0.239885E+00   0.712260E-09   0.774491E-07   0.247400E-08
  3485   0.699824E+01   0.315056E+00   0.000000E+00  -0.241993E+00   0.711829E-09   0.773541E-07   0.246728E-08
  3486   0.697342E+01   0.315242E+00   0.000000E+00  -0.244139E+00   0.711398E-09   0.772577E-07   0.246034E-08
  3487   0.694892E+01   0.315412E+00   0.000000E+00  -0.246321E+00   0.710967E-09   0.771598E-07   0.245318E-08
  3488   0.692472E+01   0.315568E+00   0.000000E+00  -0.248539E+00   0.710537E-09   0.770601E-07   0.244579E-08
  3489   0.690083E+01   0.315707E+00   0.000000E+00  -0.250792E+00   0.710107E-09   0.769586E-07   0.243819E-08
  3490   0.687726E+01   0.315832E+00   0.000000E+00  -0.253077E+00   0.709678E-09   0.768551E-07   0.243036E-08
  3491   0.685398E+01   0.315941E+00   0.000000E+00  -0.255392E+00   0.709249E-09   0.767493E-07   0.242232E-08
  3492   0.683102E+01   0.316033E+00   0.000000E+00  -0.257738E+00   0.708820E-09   0.766413E-07   0.241407E-08
  3493   0.680837E+01   0.316109E+00   0.000000E+00  -0.260111E+00   0.708391E-09   0.765307E-07   0.240560E-08
  3494   0.678602E+01   0.316169E+00   0.000000E+00  -0.262511E+00   0.707963E-09   0.764175E-07   0.239692E-08
  3495   0.676399E+01   0.316212E+00   0.000000E+00  -0.264936E+00   0.707535E-09   0.763015E-07   0.238802E-08
  3496   0.674225E+01   0.316239E+00   0.000000E+00  -0.267385E+00   0.707107E-09   0.761824E-07   0.237892E-08
  3497   0.672083E+01   0.316249E+00   0.000000E+00  -0.269855E+00   0.706680E-09   0.760603E-07   0.236961E-08
  3498   0.669971E+01   0.316241E+00   0.000000E+00  -0.272346E+00   0.706253E-09   0.759349E-07   0.236009E-08
  3499   0.667890E+01   0.316217E+00   0.000000E+00  -0.274856E+00   0.705827E-09   0.758060E-07   0.235037E-08
  3500   0.665838E+01   0.316175E+00   0.000000E+00  -0.277384E+00   0.705400E-09   0.756735E-07   0.234044E-08
  3501   0.663817E+01   0.316115E+00   0.000000E+00  -0.279928E+00   0.704974E-09   0.755373E-07   0.233031E-08
  3502   0.661826E+01   0.316037E+00   0.000000E+00  -0.282488E+00   0.704549E-09   0.753975E-07   0.231999E-08
  3503   0.659864E+01   0.315942E+00   0.000000E+00  -0.285061E+00   0.704123E-09   0.752543E-07   0.230946E-08
  3504   0.657932E+01   0.315828E+00   0.000000E+00  -0.287646E+00   0.703698E-09   0.751079E-07   0.229874E-08
  3505   0.656029E+01   0.315697E+00   0.000000E+00  -0.290241E+00   0.703273E-09   0.749586E-07   0.228782E-08
  3506   0.654155E+01   0.315547E+00   0.000000E+00  -0.292846E+00   0.702849E-09   0.748063E-07   0.227672E-08
  3507   0.652311E+01   0.315378E+00   0.000000E+00  -0.295458E+00   0.702425E-09   0.746515E-07   0.226543E-08
  3508   0.650496E+01   0.315192E+00   0.000000E+00  -0.298076E+00   0.702001E-09   0.744942E-07   0.225395E-08
  3509   0.648709E+01   0.314987E+00   0.000000E+00  -0.300699E+00   0.701577E-09   0.743346E-07   0.224229E-08
  3510   0.646951E+01   0.314763E+00   0.000000E+00  -0.303326E+00   0.701154E-09   0.741730E-07   0.223045E-08
  3511   0.645222E+01   0.314521E+00   0.000000E+00  -0.305954E+00   0.700731E-09   0.740095E-07   0.221843E-08
  3512   0.643521E+01   0.314262E+00   0.000000E+00  -0.308583E+00   0.700309E-09   0.738443E-07   0.220624E-08
  3513   0.641848E+01   0.313982E+00   0.000000E+00  -0.311210E+00   0.699886E-09   0.736777E-07   0.219388E-08
  3514   0.640203E+01   0.313685E+00   0.000000E+00  -0.313836E+00   0.699464E-09   0.735096E-07   0.218134E-08
  3515   0.638584E+01   0.313369E+00   0.000000E+00  -0.316459E+00   0.699043E-09   0.733405E-07   0.216863E-08
  3516   0.636994E+01   0.313034E+00   0.000000E+00  -0.319077E+00   0.698621E-09   0.731705E-07   0.215577E-08
  3517   0.635431E+01   0.312680E+00   0.000000E+00  -0.321688E+00   0.698200E-09   0.729996E-07   0.214273E-08
  3518   0.633894E+01   0.312307E+00   0.000000E+00  -0.324292E+00   0.697780E-09   0.728283E-07   0.212954E-08
  3519   0.632383E+01   0.311916E+00   0.000000E+00  -0.326888E+00   0.697359E-09   0.726565E-07   0.211619E-08
  3520   0.630899E+01   0.311505E+00   0.000000E+00  -0.329473E+00   0.696939E-09   0.724846E-07   0.210268E-08
  3521   0.629441E+01   0.311076E+00   0.000000E+00  -0.332048E+00   0.696519E-09   0.723127E-07   0.208902E-08
  3522   0.628008E+01   0.310628E+00   0.000000E+00  -0.334610E+00   0.696100E-09   0.721410E-07   0.207521E-08
